date,num
2023-11-16 00:00:00+00:00,3
2023-12-16 00:00:00+00:00,291
2024-01-16 00:00:00+00:00,0
2024-02-16 00:00:00+00:00,0
2024-03-16 00:00:00+00:00,0
2024-04-16 00:00:00+00:00,2
2024-05-16 00:00:00+00:00,0
2024-06-16 00:00:00+00:00,0
2024-07-16 00:00:00+00:00,3
2024-08-16 00:00:00+00:00,1
2024-09-16 00:00:00+00:00,0
